symbol,close,volume,avg volume,total days,over 1%,over 2%,over 3%,over 4%,over 5%,rate001,rate002,rate003,rate004,rate005,year5CP,year2CP,year1CP,ytdCP,month6CP,month3CP,month1CP,day5CP,day30CP
ROK,187.52,827715,933048.5261904761,1260,394,111,28,14,5,0.3126984126984127,0.0880952380952381,0.022222222222222223,0.011111111111111112,0.003968253968253968,0.9562452859516928,0.6579240760600963,0.07843001936941302,-0.037072107647450794,0.08463157115407528,0.1449582333255384,0.05651022592822131,-0.029299099285640316,0.07999769625064802
RMR,92.8,46418,54226.818181818184,704,404,191,97,42,20,0.5738636363636364,0.2713068181818182,0.1377840909090909,0.05965909090909091,0.028409090909090908,7.2614462872455015,1.4041139363479749,0.8359949984963833,0.5740792569260335,0.35141235697673917,0.2102479834634219,-0.00960512273212386,0.0,0.11807228915662647
RF,18.35,13617088,15796172.702380951,1260,581,176,43,18,7,0.46111111111111114,0.13968253968253969,0.034126984126984124,0.014285714285714285,0.005555555555555556,1.2054228162107594,0.9474455033642523,0.24678960170677688,0.07375245763505293,0.01568078287678439,0.0272285541548176,-0.050855523141538905,-0.04872991187143586,-0.05183148952880933
RDVY,31.56,81674,42482.88115449915,1168,90,12,7,3,2,0.07705479452054795,0.010273972602739725,0.0059931506849315065,0.0025684931506849314,0.0017123287671232876,0.7099852083028559,0.46770218109101047,0.15033442073226286,0.06135406717873516,0.08641023346115971,0.05758758775530717,-0.001799670429422315,-0.0034733185980424055,0.022060442763319834
RFIL,7.1,231915,57118.374603174605,1260,773,535,339,208,158,0.6134920634920635,0.4246031746031746,0.26904761904761904,0.16507936507936508,0.1253968253968254,0.21840303399516062,3.295740561471442,2.198918675377337,1.7056895697572498,0.6224121383849001,-0.037927343188932164,-0.394094555384878,-0.08136992327498101,-0.30542647792527955
REXR,31.96,538210,392616.41349206347,1260,522,127,22,8,2,0.4142857142857143,0.1007936507936508,0.01746031746031746,0.006349206349206349,0.0015873015873015873,1.7201620522073657,0.44838869024150396,0.14137150285342878,0.1189144149506011,0.11803371592288514,0.017860327651659926,-0.00760751436112397,0.018830512634964817,-0.0029885387355797393
RTTR,1.86,79944,43185.04975728155,824,578,484,399,317,277,0.7014563106796117,0.587378640776699,0.4842233009708738,0.38470873786407767,0.33616504854368934,-0.9625,-0.8851851851851852,-0.6243183195314077,-0.4040371675744953,-0.326086956521739,-0.26190476190476186,-0.11428571428571428,-0.0053475935828877046,-0.03626943005181339
RILYH,26.0244,2391,16705.397849462366,93,1,0,0,0,0,0.010752688172043012,0.0,0.0,0.0,0.0,0.03723779498686734,0.03723779498686734,0.03723779498686734,0.03723779498686734,0.03723779498686734,0.018766881972988776,0.002029131708744577,0.002137171770848921,0.01776684486959378
RIGS,24.61,14748,80384.19473264166,1253,20,4,0,0,0,0.01596169193934557,0.0031923383878691143,0.0,0.0,0.0,0.21470878578479752,0.05962945261807261,0.011550002055160458,0.009450524208764684,0.027913640217695424,0.01703880947362759,0.005980289163127413,0.0,0.0076237112979961955
RMBS,10.91,673941,833972.8626984127,1260,657,267,103,41,24,0.5214285714285715,0.2119047619047619,0.08174603174603175,0.03253968253968254,0.01904761904761905,0.1606382978723404,-0.12928970470869908,-0.19185185185185183,-0.23652904128761365,-0.18215892053973012,-0.1601231716705158,-0.09385382059800657,-0.03108348134991116,-0.0651242502142245
RIF,17.98,34113,29080.88412698413,1260,271,32,4,3,1,0.2150793650793651,0.025396825396825397,0.0031746031746031746,0.002380952380952381,0.0007936507936507937,0.4692663474267411,-0.05894914242946046,0.0028893028859562067,-0.0055309734513273165,0.14316959346905567,0.006251294191389165,-0.03359312012899758,0.003908431044109452,-0.036648092584655005
RYN,33.81,579689,765075.0849206349,1260,385,82,21,7,2,0.3055555555555556,0.06507936507936508,0.016666666666666666,0.005555555555555556,0.0015873015873015873,-0.2557977777386465,0.3348915622692763,0.20273202660880088,0.08113812091095725,-0.027235115057283987,-0.11739368783773199,-0.030240102339642493,-0.004416961130742007,-0.03898901985975655
RIBT,2.87,196338,61707.27009113505,1203,728,559,398,290,205,0.6051537822111388,0.46467165419783873,0.33083956774729845,0.24106400665004157,0.17040731504571904,-0.3827956989247312,1.1102941176470587,1.226186782500776,0.9261744966442954,0.8516129032258065,0.4137931034482761,-0.10869565217391307,-0.027118644067796634,-0.010344827586206829
RIG,13.95,17460241,12352231.444444444,1260,772,478,285,178,105,0.6126984126984127,0.37936507936507935,0.2261904761904762,0.14126984126984127,0.08333333333333333,-0.6373364114242931,0.39221556886227543,0.3172804532577903,0.27513711151736747,0.4293032786885245,0.0410447761194029,0.18320610687022904,0.01233671988388969,0.29646840148698883
RILYI,25.05,48961,33937.07692307692,13,1,0,0,0,0,0.07692307692307693,0.0,0.0,0.0,0.0,0.006832797427652802,0.006832797427652802,0.006832797427652802,0.006832797427652802,0.006832797427652802,0.006832797427652802,0.006832797427652802,-0.00021552240235630135,0.006832797427652802
RNR-C,25.2701,2695,8296.364069952306,1249,42,3,0,0,0,0.03362690152121697,0.0024019215372297837,0.0,0.0,0.0,0.49235811728577333,0.13967888873855597,0.05460380523919417,0.03631815292501385,0.02853595994952991,0.007917324781824824,0.0008158577397571506,0.002781746031746034,0.004559657171024875
RAND,2.4,2602,7938.680519480519,1049,367,225,138,82,51,0.34985700667302194,0.21448999046711154,0.1315538608198284,0.07816968541468065,0.04861773117254528,-0.18644067796610178,-0.32011331444759206,-0.1891891891891892,-0.2000266657778075,-0.08745247148288973,-0.10846953937592876,-0.02339776195320452,-0.05882352941176468,0.06671407618116366
RCI,51.41,286436,359006.5468253968,1260,348,63,15,3,0,0.2761904761904762,0.05,0.011904761904761904,0.002380952380952381,0.0,0.44600611479730307,0.28752892619937276,0.031589804096260186,0.04540953171102678,0.17864724951739872,0.09759898886815568,-0.02147576149209249,-0.00019447685725408625,-0.026992857169894913
RMAX,44.35,79186,119452.62639109699,1258,633,245,92,35,18,0.5031796502384738,0.19475357710651828,0.07313195548489666,0.02782193958664547,0.014308426073131956,0.8280970478396715,0.033450232438919356,-0.30053607167809837,-0.07313362341011594,-0.25682265291690826,-0.15093942283025297,-0.11299999999999998,0.029002320185614848,-0.09304703476482612
RST,19.89,217648,116873.65317460317,1260,764,426,215,107,68,0.6063492063492063,0.3380952380952381,0.17063492063492064,0.08492063492063492,0.05396825396825397,0.2255083179297597,1.4800498753117208,0.9161849710982658,0.6602671118530885,0.5370942812983,0.22702035780382476,0.24546023794614902,0.06706008583690987,0.27255278310940495
RHT,136.28,2228161,1670028.742063492,1260,477,127,35,12,6,0.37857142857142856,0.1007936507936508,0.027777777777777776,0.009523809523809525,0.004761904761904762,1.953619419159081,0.6916583912611718,0.2435441189889588,0.12590879048248507,-0.06785225718194246,0.011804885292152375,-0.05407093773859924,0.010529437935636862,-0.027613271494827004
RESN,4.06,106144,119290.93223443223,1092,740,592,470,360,261,0.6776556776556777,0.5421245421245421,0.43040293040293043,0.32967032967032966,0.23901098901098902,-0.5538461538461539,-0.23684210526315802,-0.09576837416481082,-0.475452196382429,0.23780487804878045,-0.275,-0.20703125000000008,-0.01932367149758456,-0.13800424628450114
RAVN,45.75,171778,158117.90714285715,1260,727,316,136,67,28,0.5769841269841269,0.2507936507936508,0.10793650793650794,0.05317460317460317,0.022222222222222223,0.5511839856782488,1.0774962877525351,0.459767841075155,0.34415710331940697,0.3069748175234613,0.17846462159050222,-0.030720338983050904,0.003289473684210495,0.17007672634271095
RRR,26.65,636854,664858.1862745098,612,323,135,56,16,8,0.5277777777777778,0.22058823529411764,0.0915032679738562,0.026143790849673203,0.013071895424836602,0.4766097262315699,0.1956624149240203,0.16388760295928784,-0.19890823065431013,-0.07336900775727492,-0.18828449334027783,-0.1858120493706465,-0.0319651289502362,-0.17258380499678663
RRGB,40.15,510996,281230.2388888889,1260,728,351,156,71,32,0.5777777777777777,0.2785714285714286,0.12380952380952381,0.05634920634920635,0.025396825396825397,-0.4353023909985935,-0.10817414482452253,-0.39441930618401205,-0.2646520146520147,-0.3113207547169811,-0.1511627906976744,-0.006188118811881188,0.032133676092544985,0.020330368487928772
RAAX,25.42,844,7677.963636363636,100,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,-0.005862361604855663,-0.005862361604855663,-0.005862361604855663,-0.005862361604855663,-0.005862361604855663,-0.004074596458235355,-0.006328693333958747,0.001576044129235725,0.004743083003952609
REFA,26.875,61,1256.5472312703582,307,3,1,1,1,0,0.009771986970684038,0.003257328990228013,0.003257328990228013,0.003257328990228013,0.0,0.10957433631972255,0.10957433631972255,0.04283075681380765,-0.0167742879616588,0.009287321097954356,0.035821102614701575,0.014357642689453762,0.0010839644042479365,0.04141236829766374
RYAM,18.43,1217703,716451.1312384473,1082,686,396,233,131,81,0.634011090573013,0.3659889094269871,0.21534195933456562,0.12107208872458411,0.07486136783733827,-0.5059153434330707,0.4962451796224882,0.36396267049533376,-0.08397325977285713,-0.13124228111359382,0.10256947144865551,-0.1294695574134429,-0.1113789778206364,-0.11488274477598318
RDWR,26.47,151654,262035.15238095238,1260,620,219,93,42,20,0.49206349206349204,0.1738095238095238,0.07380952380952381,0.03333333333333333,0.015873015873015872,0.8974910394265233,0.9195068890500363,0.5936183022275737,0.3609254498714653,0.25153664302600476,0.048732171156893836,-0.0478417266187051,0.03156664068589239,-0.019266394961096688
RF-A,25.21,56032,45793.340476190475,1260,54,3,0,0,0,0.04285714285714286,0.002380952380952381,0.0,0.0,0.0,0.5324482699929486,0.09407006214630421,0.055253244035161166,0.04508672437236767,0.0247759191886344,0.002286055064108975,-0.0012321174592231944,-0.0007927070947284809,0.0030716832187420925
RVRS,16.8699,3634,6483.6419213973795,229,10,1,1,0,0,0.043668122270742356,0.004366812227074236,0.004366812227074236,0.0,0.0,0.12805167537061438,0.12805167537061438,0.12805167537061438,0.05371018113678948,0.09758620689655186,0.04392945544554462,-0.00413813459268005,-0.004584719960348374,0.009267125336524162
RBC,82.45,145148,292596.66904761904,1260,473,134,36,12,5,0.3753968253968254,0.10634920634920635,0.02857142857142857,0.009523809523809525,0.003968253968253968,0.29914125896163235,0.44180157872463954,0.04773583586954453,0.07729757062538146,0.18683128282858832,0.028344645748053652,-0.02094314820510202,-0.026702238171687605,0.0009712273886123381
RGLB,27.83,1,783.6123778501628,307,3,0,0,0,0,0.009771986970684038,0.0,0.0,0.0,0.0,0.1439164443640637,0.1439164443640637,0.08366366319593162,0.01702967402426537,0.036599447246288205,0.06433428433749677,0.025767667124938644,0.037921620694284904,0.061512817872168245
RVLT,2.84,112252,81625.93492063491,1260,840,624,428,289,208,0.6666666666666666,0.49523809523809526,0.3396825396825397,0.22936507936507936,0.16507936507936508,-0.8886274509803922,-0.5805022156573116,-0.5590062111801243,-0.1234567901234569,-0.1954674220963173,-0.2828282828282829,0.10937499999999992,-0.02739726027397263,0.1591836734693876
RBBN,6.83,114549,516214.0182539683,1260,842,436,220,111,54,0.6682539682539682,0.346031746031746,0.1746031746031746,0.0880952380952381,0.04285714285714286,-0.5946587537091989,-0.20673635307781643,-0.112987012987013,-0.11757105943152456,0.34448818897637795,-0.02982954545454545,-0.04207573632538567,-0.028449502133712685,-0.08811748998664888
REPH,7.11,167384,113963.30434782608,1150,799,587,405,295,199,0.6947826086956522,0.5104347826086957,0.3521739130434783,0.2565217391304348,0.17304347826086958,-0.14337349397590365,-0.20999999999999996,-0.21349557522123883,-0.21349557522123883,-0.33737185461323393,0.4812500000000001,0.15422077922077926,-0.013869625520110907,0.16176470588235298
RNDV,22.3731,2636,6400.135531135531,249,3,1,1,0,0,0.012048192771084338,0.004016064257028112,0.004016064257028112,0.0,0.0,0.16385324059864867,0.16385324059864867,0.13668278903408054,0.054628503549509246,0.09532994874154883,0.0596133444473914,-0.0035363545262220106,-0.01396650506831205,0.009288498321844876
RDVT,6.51,43741,130324.3282442748,131,104,90,71,58,46,0.7938931297709924,0.6870229007633588,0.5419847328244275,0.44274809160305345,0.3511450381679389,-0.859698275862069,-0.859698275862069,-0.859698275862069,-0.859698275862069,0.13612565445026165,-0.25,-0.15564202334630353,0.08499999999999996,-0.1130790190735695
RELV,5.05,651,8347.077167859985,1235,772,640,524,428,339,0.6251012145748988,0.5182186234817814,0.4242914979757085,0.3465587044534413,0.2744939271255061,-0.7236147901661595,0.02446545218485,-0.24626865671641796,0.041237113402061897,0.020800064684360534,0.04554865424430637,-0.021317829457364403,-0.007858546168958749,0.014056224899598272
RIVE,13.6,837,2015.1323706377857,724,90,47,24,10,6,0.12430939226519337,0.0649171270718232,0.03314917127071823,0.013812154696132596,0.008287292817679558,0.6166419019316494,0.279795232762758,0.057074236147275255,0.04999845588462361,0.10902715485607109,0.07434295238922818,-0.03195267956921895,-0.014492753623188482,0.029920711251126424
RDN,20.67,1858176,2453727.7793650795,1260,623,235,85,36,16,0.49444444444444446,0.1865079365079365,0.06746031746031746,0.02857142857142857,0.012698412698412698,0.48858177837631533,0.5060438479529608,0.10179474741875134,-0.010611869785608566,0.08933954508084425,0.2737244269164407,0.02733598409542747,0.020740740740740823,0.038296931825031806
RBCAA,46.1,20878,20680.909523809525,1260,592,237,102,37,17,0.46984126984126984,0.1880952380952381,0.08095238095238096,0.029365079365079365,0.013492063492063493,0.9219544734428416,0.5719517434683872,0.20940238207670914,0.21924449158033668,0.19746480336640876,0.001760142549816447,-0.05811299783631591,-0.023511967803431465,-0.06983688853377235
RLGT-A,25.7,257,2724.4365217391305,1011,165,53,26,9,6,0.1632047477744807,0.05242334322453017,0.025717111770524232,0.008902077151335312,0.005934718100890208,0.5587566338134949,0.212161231593544,0.0728897052684311,0.06422626195701678,0.04042685839669005,0.018277486558340873,-0.006955177743431211,-0.005764246199079303,-0.002716336825766406
RPAI,12.19,2117644,1441105.3190476191,1260,470,107,29,4,2,0.373015873015873,0.08492063492063492,0.023015873015873017,0.0031746031746031746,0.0015873015873015873,0.13785925642437752,-0.1926617656798464,-0.009683813732817818,-0.0483328258815999,0.06834236034425338,-0.03723887375113539,-0.03271625020829532,0.0016433853738701376,-0.0157607466976714
ROSEW,1.15,318568,39812.28440366973,543,267,227,196,167,136,0.49171270718232046,0.4180478821362799,0.36095764272559855,0.30755064456721914,0.2504604051565378,4.749999999999999,2.108108108108108,0.2777777777777776,0.15115115115115108,0.35294117647058815,0.04545454545454529,-0.11538461538461549,-0.041666666666666706,-0.08730158730158738
RESI,10.85,732228,564531.0436507936,1260,664,311,146,75,37,0.526984126984127,0.24682539682539684,0.11587301587301588,0.05952380952380952,0.029365079365079365,-0.3259822953874826,0.1244688568763603,0.03385518404527997,-0.05017026901629156,0.11243258761047435,0.04169666945092508,-0.1304138749078319,-0.02566497243125775,-0.1531707317073171
ROBT,32.27,12625,13450.29411764706,153,12,1,0,0,0,0.0784313725490196,0.006535947712418301,0.0,0.0,0.0,0.07907654856011671,0.07907654856011671,0.07907654856011671,0.07907654856011671,0.11349198955173942,0.1066643346810839,-0.003969307315748172,-0.003397158739962922,0.04659912042862893
RVT,16.35,204359,238133.79444444444,1260,188,15,3,2,0,0.1492063492063492,0.011904761904761904,0.002380952380952381,0.0015873015873015873,0.0,0.582324420056325,0.5057467030133355,0.12669262309203058,0.0658131469844333,0.10238344064996806,0.056297081131368554,-0.0025622254758417545,-0.014466546112115638,0.017556743569477017
RZB,25.47,28480,37569.76551724138,580,49,8,0,0,0,0.08448275862068966,0.013793103448275862,0.0,0.0,0.0,0.023191538081445463,-0.08136766933564164,-0.09315863493137279,-0.06401587534911073,-0.03229483282674778,-0.008563643441027731,-0.02971428571428576,-0.006242684354272343,-0.020761245674740587
ROGS,31.6899,5650,2904.8701754385966,618,7,2,0,0,0,0.011326860841423949,0.003236245954692557,0.0,0.0,0.0,0.3609518533311002,0.3029690024793083,0.07428852314524473,0.00432281680320731,0.022621003004301556,0.014908212807932331,-0.0143999452615472,-0.0003186119873816334,0.008968995357900189
RMT,10.21,44474,116417.02142857143,1260,223,23,5,1,1,0.176984126984127,0.018253968253968255,0.003968253968253968,0.0007936507936507937,0.0007936507936507937,0.7564080509203511,0.529038248420044,0.18904817916079522,0.14250545515582166,0.13695838576407843,0.044170135302359415,-0.02171205181764171,-0.005842259006815845,-0.013345445057546763
RMCF,10.25,1559,11365.149206349206,1259,535,211,84,35,13,0.4249404289118348,0.1675933280381255,0.06671961874503574,0.02779984114376489,0.010325655281969817,0.03720793742347421,0.07505453935224034,-0.0991466061996291,-0.09521833926222775,-0.12866809480091132,-0.0520494229061852,0.01176609941959167,-0.009183180280328723,0.014218853586376897
ROYT,2.73,152203,213972.79761904763,1260,761,499,328,218,154,0.6039682539682539,0.396031746031746,0.26031746031746034,0.173015873015873,0.12222222222222222,-0.7487807122480905,0.6587677725118484,0.8154009841734273,0.4794342383352301,0.4150943396226415,0.25401929260450157,0.08264593908629447,0.011111111111111039,0.17936754795230692
RSYS,1.63,164496,314031.00238095236,1260,873,593,371,235,152,0.6928571428571428,0.47063492063492063,0.29444444444444445,0.1865079365079365,0.12063492063492064,-0.4922118380062306,-0.6987060998151572,0.16428571428571428,0.6424828698105602,1.523610466016411,1.3282388230252822,0.038216560509554034,0.0,0.07947019867549661
RFI,12.17,260429,70433.28174603175,1260,210,34,4,0,0,0.16666666666666666,0.026984126984126985,0.0031746031746031746,0.0,0.0,0.5578397613957834,0.07715320003894396,0.05270442101256838,0.015054839651361635,0.07461368653421639,-0.015627022130192906,-0.05280034868154789,-0.004905968928863491,-0.03949362293218847
RXN,30.8,373463,680581.3944444444,1260,576,210,79,39,21,0.45714285714285713,0.16666666666666666,0.0626984126984127,0.030952380952380953,0.016666666666666666,0.4807692307692307,0.44873000940733765,0.20926580290537897,0.1855273287143957,0.05191256830601091,0.06390328151986188,0.06796116504854371,-0.012187299550994195,0.06944444444444445
RBUS,27.79,15700,5216.675213675214,102,2,1,1,1,0,0.0196078431372549,0.00980392156862745,0.00980392156862745,0.00980392156862745,0.0,0.11607322147165841,0.11607322147165841,0.12174959029297071,0.061092019854906365,0.061598701174672935,0.031168831168831165,-0.00035971223021588356,-0.00750000000000003,0.05947388486465874
ROX,1.07,114845,493249.2365079365,1260,794,567,387,269,196,0.6301587301587301,0.45,0.30714285714285716,0.21349206349206348,0.15555555555555556,0.4078947368421053,0.24245239201114735,-0.22463768115942018,-0.12295081967213108,-0.10833333333333325,-0.12295081967213108,-0.053097345132743216,0.0823386607323488,-0.04464285714285718
RCII,14.38,663717,1191409.9404761905,1260,726,370,182,107,69,0.5761904761904761,0.29365079365079366,0.14444444444444443,0.08492063492063492,0.05476190476190476,-0.5739398123320425,0.18450424625826808,0.24718126626192555,0.3721374045801527,0.6528735632183911,-0.021768707482993095,-0.02442333785617364,-0.0006949270326615557,-0.02442333785617364
RFFC,35.98,8796,12730.109965635738,549,23,5,2,0,0,0.04189435336976321,0.009107468123861567,0.0036429872495446266,0.0,0.0,0.4602331989983724,0.4114287283411592,0.19189590289924194,0.09736607741951224,0.14117885869427305,0.05297352348119247,-0.0016703569902498268,-0.003875968992248078,0.017047847606771586
